,State,Soil,Crop,Variety,Season,Available-N(kg/ha),Available-P(kg/ha),Available-K(kg/ha),Required-N(kg/ha),Required-P(kg/ha),Required-K(kg/ha),Yeild(q/ha)
1089,Bihar,21,Maize,Generic,Kharif,210.0,22,150.0,98.0,57,35.0,40.0
1090,Bihar,21,Maize,Generic,Kharif,220.0,24,160.0,47.0,27,12.0,30.0
1091,Bihar,21,Maize,Generic,Kharif,220.0,24,160.0,94.0,52,32.0,40.0
1092,Bihar,21,Maize,Generic,Kharif,230.0,26,170.0,42.0,22,10.0,30.0
1093,Bihar,21,Maize,Generic,Kharif,230.0,26,170.0,90.0,48,29.0,40.0
1094,Bihar,21,Maize,Generic,Kharif,240.0,28,180.0,38.0,18,10.0,30.0
1095,Bihar,21,Maize,Generic,Kharif,240.0,28,180.0,85.0,44,26.0,40.0
1096,Bihar,21,Maize,Generic,Kharif,250.0,30,190.0,34.0,14,10.0,30.0
1097,Bihar,21,Maize,Generic,Kharif,250.0,30,190.0,81.0,40,23.0,40.0
1098,Bihar,21,Maize,Generic,Kharif,260.0,32,200.0,30.0,10,10.0,30.0
1099,Bihar,21,Maize,Generic,Kharif,260.0,32,200.0,77.0,35,20.0,40.0
1100,Bihar,21,Maize,Generic,Kharif,270.0,34,210.0,30.0,10,10.0,30.0
1101,Bihar,21,Maize,Generic,Kharif,270.0,34,210.0,72.0,31,18.0,40.0
1102,Bihar,21,Maize,Generic,Kharif,280.0,36,220.0,30.0,10,10.0,30.0
1103,Bihar,21,Maize,Generic,Kharif,280.0,36,220.0,68.0,27,15.0,40.0
1104,Bihar,21,Maize,Generic,Kharif,290.0,38,230.0,30.0,10,10.0,30.0
1105,Bihar,21,Maize,Generic,Kharif,290.0,38,230.0,64.0,23,12.0,40.0
1106,Bihar,21,Maize,Generic,Kharif,300.0,40,240.0,30.0,10,10.0,30.0
1107,Bihar,21,Maize,Generic,Kharif,300.0,40,240.0,59.0,18,10.0,40.0
1108,Bihar,21,Maize,Generic,Rabi,120.0,4,60.0,140.0,91,80.0,50.0
1109,Bihar,21,Maize,Generic,Rabi,120.0,4,60.0,176.0,112,65.0,60.0
1110,Bihar,21,Maize,Generic,Rabi,130.0,6,70.0,137.0,84,76.0,50.0
1111,Bihar,21,Maize,Generic,Rabi,130.0,6,70.0,173.0,105,61.0,60.0
1112,Bihar,21,Maize,Generic,Rabi,140.0,8,80.0,134.0,76,72.0,50.0
1113,Bihar,21,Maize,Generic,Rabi,140.0,8,80.0,170.0,97,57.0,60.0
1114,Bihar,21,Maize,Generic,Rabi,150.0,10,90.0,131.0,69,68.0,50.0
1115,Bihar,21,Maize,Generic,Rabi,150.0,10,90.0,167.0,90,53.0,60.0
1116,Bihar,21,Maize,Generic,Rabi,160.0,12,100.0,128.0,62,64.0,50.0
1117,Bihar,21,Maize,Generic,Rabi,160.0,12,100.0,163.0,83,49.0,60.0
1118,Bihar,21,Maize,Generic,Rabi,170.0,14,110.0,125.0,55,60.0,50.0
1119,Bihar,21,Maize,Generic,Rabi,170.0,14,110.0,160.0,76,45.0,60.0
1120,Bihar,21,Maize,Generic,Rabi,180.0,16,120.0,122.0,48,56.0,50.0
1121,Bihar,21,Maize,Generic,Rabi,180.0,16,120.0,157.0,69,41.0,60.0
1122,Bihar,21,Maize,Generic,Rabi,190.0,18,130.0,119.0,41,52.0,50.0
1123,Bihar,21,Maize,Generic,Rabi,190.0,18,130.0,154.0,62,37.0,60.0
1124,Bihar,21,Maize,Generic,Rabi,200.0,20,140.0,116.0,34,48.0,50.0
1125,Bihar,21,Maize,Generic,Rabi,200.0,20,140.0,151.0,55,33.0,60.0
1126,Bihar,21,Maize,Generic,Rabi,210.0,22,150.0,112.0,26,44.0,50.0
1127,Bihar,21,Maize,Generic,Rabi,210.0,22,150.0,148.0,47,29.0,60.0
1128,Bihar,21,Maize,Generic,Rabi,220.0,24,160.0,109.0,19,39.0,50.0
1129,Bihar,21,Maize,Generic,Rabi,220.0,24,160.0,145.0,40,24.0,60.0
1130,Bihar,21,Maize,Generic,Rabi,230.0,26,170.0,106.0,15,35.0,50.0
1131,Bihar,21,Maize,Generic,Rabi,230.0,26,170.0,142.0,33,20.0,60.0
1132,Bihar,21,Maize,Generic,Rabi,240.0,28,180.0,103.0,15,31.0,50.0
1133,Bihar,21,Maize,Generic,Rabi,240.0,28,180.0,139.0,26,16.0,60.0
1134,Bihar,21,Maize,Generic,Rabi,250.0,30,190.0,100.0,15,27.0,50.0
1135,Bihar,21,Maize,Generic,Rabi,250.0,30,190.0,136.0,19,12.0,60.0
1136,Bihar,21,Maize,Generic,Rabi,260.0,32,200.0,97.0,15,23.0,50.0
1137,Bihar,21,Maize,Generic,Rabi,260.0,32,200.0,132.0,15,10.0,60.0
1138,Bihar,21,Maize,Generic,Rabi,270.0,34,210.0,94.0,15,19.0,50.0
1139,Bihar,21,Maize,Generic,Rabi,270.0,34,210.0,129.0,15,10.0,60.0
1140,Bihar,21,Maize,Generic,Rabi,280.0,36,220.0,91.0,15,15.0,50.0
1141,Bihar,21,Maize,Generic,Rabi,280.0,36,220.0,126.0,15,10.0,60.0
1142,Bihar,21,Maize,Generic,Rabi,290.0,38,230.0,88.0,15,11.0,50.0
1143,Bihar,21,Maize,Generic,Rabi,290.0,38,230.0,123.0,15,10.0,60.0
1144,Bihar,21,Maize,Generic,Rabi,300.0,40,240.0,85.0,15,10.0,50.0
1145,Bihar,21,Maize,Generic,Rabi,300.0,40,240.0,120.0,15,10.0,60.0
1146,Bihar,21,Maize,Rabi Maize,Rabi,120.0,4,60.0,132.0,88,105.0,50.0
1147,Bihar,21,Maize,Rabi Maize,Rabi,120.0,4,60.0,205.0,125,158.0,70.0
1148,Bihar,21,Maize,Rabi Maize,Rabi,130.0,6,70.0,128.0,85,100.0,50.0
1149,Bihar,21,Maize,Rabi Maize,Rabi,130.0,6,70.0,201.0,122,153.0,70.0
1150,Bihar,21,Maize,Rabi Maize,Rabi,140.0,8,80.0,124.0,82,95.0,50.0
1151,Bihar,21,Maize,Rabi Maize,Rabi,140.0,8,80.0,197.0,119,148.0,70.0
1152,Bihar,21,Maize,Rabi Maize,Rabi,150.0,10,90.0,120.0,79,90.0,50.0
1153,Bihar,21,Maize,Rabi Maize,Rabi,150.0,10,90.0,193.0,116,143.0,70.0
1154,Bihar,21,Maize,Rabi Maize,Rabi,160.0,12,100.0,116.0,76,85.0,50.0
1155,Bihar,21,Maize,Rabi Maize,Rabi,160.0,12,100.0,189.0,113,138.0,70.0
1156,Bihar,21,Maize,Rabi Maize,Rabi,170.0,14,110.0,112.0,73,80.0,50.0
1157,Bihar,21,Maize,Rabi Maize,Rabi,170.0,14,110.0,184.0,110,133.0,70.0
1158,Bihar,21,Maize,Rabi Maize,Rabi,180.0,16,120.0,108.0,70,75.0,50.0
1159,Bihar,21,Maize,Rabi Maize,Rabi,180.0,16,120.0,180.0,107,128.0,70.0
1160,Bihar,21,Maize,Rabi Maize,Rabi,190.0,18,130.0,104.0,66,70.0,50.0
1161,Bihar,21,Maize,Rabi Maize,Rabi,190.0,18,130.0,176.0,104,123.0,70.0
1162,Bihar,21,Maize,Rabi Maize,Rabi,200.0,20,140.0,100.0,63,65.0,50.0
1163,Bihar,21,Maize,Rabi Maize,Rabi,200.0,20,140.0,172.0,101,118.0,70.0
1164,Bihar,21,Maize,Rabi Maize,Rabi,210.0,22,150.0,95.0,60,60.0,50.0
1165,Bihar,21,Maize,Rabi Maize,Rabi,210.0,22,150.0,168.0,98,113.0,70.0
1166,Bihar,21,Maize,Rabi Maize,Rabi,220.0,24,160.0,91.0,57,55.0,50.0
1167,Bihar,21,Maize,Rabi Maize,Rabi,220.0,24,160.0,164.0,95,108.0,70.0
1168,Bihar,21,Maize,Rabi Maize,Rabi,230.0,26,170.0,87.0,54,50.0,50.0
1169,Bihar,21,Maize,Rabi Maize,Rabi,230.0,26,170.0,160.0,92,103.0,70.0
1170,Bihar,21,Maize,Rabi Maize,Rabi,240.0,28,180.0,83.0,51,45.0,50.0
1171,Bihar,21,Maize,Rabi Maize,Rabi,240.0,28,180.0,156.0,89,98.0,70.0
1172,Bihar,21,Maize,Rabi Maize,Rabi,250.0,30,190.0,79.0,48,40.0,50.0
1173,Bihar,21,Maize,Rabi Maize,Rabi,250.0,30,190.0,152.0,86,93.0,70.0
1174,Bihar,21,Maize,Rabi Maize,Rabi,260.0,32,200.0,75.0,45,35.0,50.0
1175,Bihar,21,Maize,Rabi Maize,Rabi,260.0,32,200.0,148.0,83,88.0,70.0
1176,Bihar,21,Maize,Rabi Maize,Rabi,270.0,34,210.0,71.0,42,30.0,50.0
1177,Bihar,21,Maize,Rabi Maize,Rabi,270.0,34,210.0,143.0,80,83.0,70.0
1178,Bihar,21,Maize,Rabi Maize,Rabi,280.0,36,220.0,67.0,39,25.0,50.0
1179,Bihar,21,Maize,Rabi Maize,Rabi,280.0,36,220.0,139.0,77,78.0,70.0
1180,Bihar,21,Maize,Rabi Maize,Rabi,290.0,38,230.0,63.0,36,20.0,50.0
1181,Bihar,21,Maize,Rabi Maize,Rabi,290.0,38,230.0,135.0,73,73.0,70.0
1182,Bihar,21,Maize,Rabi Maize,Rabi,300.0,40,240.0,59.0,33,15.0,50.0
1183,Bihar,21,Maize,Rabi Maize,Rabi,300.0,40,240.0,131.0,70,68.0,70.0
1184,JabalPur,0,Maize,JCM0323,Rabi,100.0,5,200.0,118.0,76,56.0,35.0
1185,JabalPur,0,Maize,JCM0323,Rabi,100.0,5,200.0,138.0,88,67.0,40.0
1186,JabalPur,0,Maize,JCM0323,Rabi,150.0,10,250.0,107.0,69,52.0,35.0
1187,JabalPur,0,Maize,JCM0323,Rabi,150.0,10,250.0,127.0,81,63.0,40.0
1188,JabalPur,0,Maize,JCM0323,Rabi,200.0,15,300.0,96.0,62,48.0,35.0
1189,JabalPur,0,Maize,JCM0323,Rabi,200.0,15,300.0,116.0,74,59.0,40.0
1190,JabalPur,0,Maize,JCM0323,Rabi,250.0,20,350.0,85.0,55,44.0,35.0
1191,JabalPur,0,Maize,JCM0323,Rabi,250.0,20,350.0,105.0,67,55.0,40.0
1192,JabalPur,0,Maize,JCM0323,Rabi,300.0,25,400.0,74.0,48,40.0,35.0
1193,JabalPur,0,Maize,JCM0323,Rabi,300.0,25,400.0,94.0,60,51.0,40.0
1194,Rajasthan,2,Barley,RD02508,Rabi,70.0,20,170.0,104.0,118,37.0,25.0
1195,Rajasthan,2,Barley,RD02508,Rabi,70.0,20,170.0,143.0,151,69.0,30.0
1196,Rajasthan,2,Barley,RD02508,Rabi,90.0,25,190.0,85.0,108,25.0,25.0
1197,Rajasthan,2,Barley,RD02508,Rabi,90.0,25,190.0,123.0,141,56.0,30.0
1198,Rajasthan,2,Barley,RD02508,Rabi,100.0,30,210.0,75.0,99,15.0,25.0
1199,Rajasthan,2,Barley,RD02508,Rabi,100.0,30,210.0,113.0,132,44.0,30.0
1200,Rajasthan,2,Barley,RD02508,Rabi,110.0,35,230.0,65.0,89,15.0,25.0
1201,Rajasthan,2,Barley,RD02508,Rabi,110.0,35,230.0,103.0,122,31.0,30.0
1202,Rajasthan,2,Barley,RD02508,Rabi,120.0,40,250.0,55.0,79,15.0,25.0
1203,Rajasthan,2,Barley,RD02508,Rabi,120.0,40,250.0,93.0,112,19.0,30.0
1204,Rajasthan,2,Barley,RD02508,Rabi,130.0,45,270.0,45.0,70,15.0,25.0
1205,Rajasthan,2,Barley,RD02508,Rabi,130.0,45,270.0,83.0,103,15.0,30.0
1206,Rajasthan,2,Barley,RD02508,Rabi,140.0,50,290.0,40.0,60,15.0,25.0
1207,Rajasthan,2,Barley,RD02508,Rabi,140.0,50,290.0,73.0,93,15.0,30.0
1208,Rajasthan,2,Barley,RD02508,Rabi,150.0,55,310.0,40.0,51,15.0,25.0
1209,Rajasthan,2,Barley,RD02508,Rabi,150.0,55,310.0,64.0,84,15.0,30.0
1210,Rajasthan,2,Barley,RD02508,Rabi,160.0,60,330.0,40.0,41,15.0,25.0
1211,Rajasthan,2,Barley,RD02508,Rabi,160.0,60,330.0,54.0,74,15.0,30.0
1212,New Delhi,2,Pearlillet,Generic,Kharif,100.0,10,100.0,80.0,60,40.0,25.0
1213,New Delhi,2,Pearlillet,Generic,Kharif,100.0,10,100.0,110.0,80,55.0,30.0
1214,New Delhi,2,Pearlillet,Generic,Kharif,125.0,13,125.0,75.0,50,35.0,25.0
1215,New Delhi,2,Pearlillet,Generic,Kharif,125.0,13,125.0,100.0,75,40.0,30.0
1216,New Delhi,2,Pearlillet,Generic,Kharif,150.0,15,150.0,70.0,45,30.0,25.0
1217,New Delhi,2,Pearlillet,Generic,Kharif,150.0,15,150.0,95.0,65,45.0,30.0
1218,New Delhi,2,Pearlillet,Generic,Kharif,175.0,18,175.0,60.0,35,30.0,25.0
1219,New Delhi,2,Pearlillet,Generic,Kharif,175.0,18,175.0,85.0,60,45.0,30.0
1220,New Delhi,2,Pearlillet,Generic,Kharif,200.0,20,200.0,55.0,30,25.0,25.0
1221,New Delhi,2,Pearlillet,Generic,Kharif,200.0,20,200.0,80.0,50,40.0,30.0
1222,New Delhi,2,Pearlillet,Generic,Kharif,225.0,23,225.0,45.0,20,20.0,25.0
1223,New Delhi,2,Pearlillet,Generic,Kharif,225.0,23,225.0,70.0,45,35.0,30.0
1224,New Delhi,2,Pearlillet,Generic,Kharif,250.0,25,250.0,40.0,10,15.0,25.0
1225,New Delhi,2,Pearlillet,Generic,Kharif,250.0,25,250.0,65.0,40,30.0,30.0
1226,New Delhi,2,Pearlillet,Generic,Kharif,275.0,28,275.0,30.0,10,10.0,25.0
1227,New Delhi,2,Pearlillet,Generic,Kharif,275.0,28,275.0,55.0,35,25.0,30.0
1228,New Delhi,2,Pearlillet,Generic,Kharif,300.0,30,300.0,25.0,10,10.0,25.0
1229,New Delhi,2,Pearlillet,Generic,Kharif,300.0,30,300.0,45.0,30,25.0,30.0
1230,New Delhi,2,Pearlillet,Generic,Kharif,325.0,33,325.0,15.0,10,10.0,25.0
1231,New Delhi,2,Pearlillet,Generic,Kharif,325.0,33,325.0,40.0,25,20.0,30.0
1232,New Delhi,2,Pearlillet,Generic,Kharif,350.0,36,350.0,10.0,10,10.0,25.0
1233,New Delhi,2,Pearlillet,Generic,Kharif,350.0,36,350.0,30.0,20,15.0,30.0
1234,New Delhi,2,Pearlillet,Generic,Kharif,375.0,38,375.0,10.0,10,10.0,25.0
1235,New Delhi,2,Pearlillet,Generic,Kharif,375.0,38,375.0,25.0,15,10.0,30.0
1236,Rajasthan,2,Bajra,HHB067,Kharif,80.0,10,170.0,97.0,70,56.0,12.0
1237,Rajasthan,2,Bajra,HHB067,Kharif,80.0,10,170.0,120.0,70,60.0,15.0
1238,Rajasthan,2,Bajra,HHB067,Kharif,90.0,15,190.0,94.0,66,51.0,12.0
1239,Rajasthan,2,Bajra,HHB067,Kharif,90.0,15,190.0,120.0,70,60.0,15.0
1240,Rajasthan,2,Bajra,HHB067,Kharif,100.0,20,210.0,91.0,52,46.0,12.0
1241,Rajasthan,2,Bajra,HHB067,Kharif,100.0,20,210.0,120.0,70,60.0,15.0
1242,Rajasthan,2,Bajra,HHB067,Kharif,110.0,25,230.0,88.0,38,41.0,12.0
1243,Rajasthan,2,Bajra,HHB067,Kharif,110.0,25,230.0,118.0,65,60.0,15.0
1244,Rajasthan,2,Bajra,HHB067,Kharif,120.0,30,250.0,85.0,24,36.0,12.0
1245,Rajasthan,2,Bajra,HHB067,Kharif,120.0,30,250.0,115.0,51,60.0,15.0
1246,Rajasthan,2,Bajra,HHB067,Kharif,130.0,35,270.0,82.0,20,31.0,12.0
1247,Rajasthan,2,Bajra,HHB067,Kharif,130.0,35,270.0,112.0,37,56.0,15.0
1248,Rajasthan,2,Bajra,HHB067,Kharif,140.0,40,290.0,79.0,20,26.0,12.0
1249,Rajasthan,2,Bajra,HHB067,Kharif,140.0,40,290.0,109.0,23,51.0,15.0
1250,Rajasthan,2,Bajra,HHB067,Kharif,150.0,45,310.0,76.0,20,21.0,12.0
1251,Rajasthan,2,Bajra,HHB067,Kharif,150.0,45,310.0,106.0,20,46.0,15.0
1252,Rajasthan,2,Bajra,HHB067,Kharif,160.0,50,330.0,73.0,20,16.0,12.0
1253,Rajasthan,2,Bajra,HHB067,Kharif,160.0,50,330.0,103.0,20,41.0,15.0
1254,Andhra Pradesh,23,Cotton,Rainfed Cotton,Kharif,100.0,5,125.0,86.0,79,96.0,10.0
1255,Andhra Pradesh,23,Cotton,Rainfed Cotton,Kharif,100.0,5,125.0,118.0,97,123.0,12.0
1256,Andhra Pradesh,23,Cotton,Rainfed Cotton,Kharif,110.0,10,150.0,79.0,68,89.0,10.0
1257,Andhra Pradesh,23,Cotton,Rainfed Cotton,Kharif,110.0,10,150.0,111.0,87,115.0,12.0
1258,Andhra Pradesh,23,Cotton,Rainfed Cotton,Kharif,120.0,15,175.0,72.0,57,81.0,10.0
1259,Andhra Pradesh,23,Cotton,Rainfed Cotton,Kharif,120.0,15,175.0,104.0,75,108.0,12.0
1260,Andhra Pradesh,23,Cotton,Rainfed Cotton,Kharif,130.0,20,200.0,65.0,47,73.0,10.0
1261,Andhra Pradesh,23,Cotton,Rainfed Cotton,Kharif,130.0,20,200.0,97.0,65,100.0,12.0
1262,Andhra Pradesh,23,Cotton,Rainfed Cotton,Kharif,140.0,25,225.0,58.0,36,66.0,10.0
1263,Andhra Pradesh,23,Cotton,Rainfed Cotton,Kharif,140.0,25,225.0,90.0,54,93.0,12.0
1264,Andhra Pradesh,23,Cotton,Rainfed Cotton,Kharif,150.0,30,250.0,51.0,25,58.0,10.0
1265,Andhra Pradesh,23,Cotton,Rainfed Cotton,Kharif,150.0,30,250.0,83.0,43,85.0,12.0
1266,Andhra Pradesh,23,Cotton,Rainfed Cotton,Kharif,160.0,35,275.0,44.0,14,51.0,10.0
1267,Andhra Pradesh,23,Cotton,Rainfed Cotton,Kharif,160.0,35,275.0,76.0,32,77.0,12.0
1268,Andhra Pradesh,23,Cotton,Rainfed Cotton,Kharif,170.0,40,300.0,37.0,4*,43.0,10.0
1269,Andhra Pradesh,23,Cotton,Rainfed Cotton,Kharif,170.0,40,300.0,69.0,22,70.0,12.0
1270,Andhra Pradesh,23,Cotton,Rainfed Cotton,Kharif,180.0,45,325.0,30.0,4*,35.0,10.0
1271,Andhra Pradesh,23,Cotton,Rainfed Cotton,Kharif,180.0,45,325.0,62.0,11,62.0,12.0
1272,Andhra Pradesh,23,Cotton,Rainfed Cotton,Kharif,190.0,50,350.0,23.0,4*,28.0,10.0
1273,Andhra Pradesh,23,Cotton,Rainfed Cotton,Kharif,190.0,50,350.0,55.0,11,55.0,12.0
1274,Andhra Pradesh,23,Cotton,Rainfed Cotton,Kharif,200.0,55,375.0,16.0,4*,20.0,10.0
1275,Andhra Pradesh,23,Cotton,Rainfed Cotton,Kharif,200.0,55,375.0,48.0,11,47.0,12.0
1276,Andhra Pradesh,23,Cotton,Rainfed Cotton,Kharif,210.0,60,400.0,9.0,4*,13.0,10.0
1277,Andhra Pradesh,23,Cotton,Rainfed Cotton,Kharif,210.0,60,400.0,41.0,11,39.0,12.0
1278,Andhra Pradesh,23,Cotton,Rainfed Cotton,Kharif,220.0,65,425.0,2.0,4*,5.0,10.0
1279,Andhra Pradesh,23,Cotton,Rainfed Cotton,Kharif,220.0,65,425.0,34.0,11,32.0,12.0
1280,Andhra Pradesh,23,Cotton,Rainfed Cotton,Kharif,230.0,70,450.0,2.0,4*,5.0,10.0
1281,Andhra Pradesh,23,Cotton,Rainfed Cotton,Kharif,230.0,70,450.0,27.0,11,24.0,12.0
1282,Andhra Pradesh,23,Cotton,Rainfed Cotton,Kharif,240.0,75,475.0,2.0,4*,5.0,10.0
1283,Andhra Pradesh,23,Cotton,Rainfed Cotton,Kharif,240.0,75,475.0,20.0,11,17.0,12.0
1284,Bikaner,2,Cotton,RS0810,Kharif,90.0,25,190.0,91.0,70,53.0,18.0
1285,Bikaner,2,Cotton,RS0810,Kharif,90.0,25,190.0,105.0,70,60.0,20.0
1286,Bikaner,2,Cotton,RS0810,Kharif,100.0,30,210.0,87.0,60,46.0,18.0
1287,Bikaner,2,Cotton,RS0810,Kharif,100.0,30,210.0,101.0,70,59.0,20.0
1288,Bikaner,2,Cotton,RS0810,Kharif,110.0,35,230.0,82.0,49,39.0,18.0
1289,Bikaner,2,Cotton,RS0810,Kharif,110.0,35,230.0,97.0,63,52.0,20.0
1290,Bikaner,2,Cotton,RS0810,Kharif,120.0,40,250.0,78.0,39,32.0,18.0
1291,Bikaner,2,Cotton,RS0810,Kharif,120.0,40,250.0,92.0,52,45.0,20.0
1292,Bikaner,2,Cotton,RS0810,Kharif,130.0,45,270.0,74.0,28,26.0,18.0
1293,Bikaner,2,Cotton,RS0810,Kharif,130.0,45,270.0,88.0,42,39.0,20.0
1294,Bikaner,2,Cotton,RS0810,Kharif,140.0,50,290.0,69.0,20,19.0,18.0
1295,Bikaner,2,Cotton,RS0810,Kharif,140.0,50,290.0,84.0,32,32.0,20.0
1296,Bikaner,2,Cotton,RS0810,Kharif,150.0,55,310.0,65.0,20,15.0,18.0
1297,Bikaner,2,Cotton,RS0810,Kharif,150.0,55,310.0,80.0,21,25.0,20.0
1298,Bikaner,2,Cotton,RS0810,Kharif,160.0,60,330.0,61.0,20,15.0,18.0
1299,Bikaner,2,Cotton,RS0810,Kharif,160.0,60,330.0,75.0,20,18.0,20.0
1300,Bikaner,2,Cotton,RS0810,Kharif,170.0,65,350.0,57.0,20,15.0,18.0
1301,Bikaner,2,Cotton,RS0810,Kharif,170.0,65,350.0,71.0,20,15.0,20.0
1302,Jabalpur,0,Cotton,JKH01,Complete Year,100.0,5,200.0,108.0,75,43.0,15.0
1303,Jabalpur,0,Cotton,JKH01,Complete Year,100.0,5,200.0,164.0,107,66.0,20.0
1304,Jabalpur,0,Cotton,JKH01,Complete Year,150.0,10,250.0,78.0,52,36.0,15.0
1305,Jabalpur,0,Cotton,JKH01,Complete Year,150.0,10,250.0,134.0,84,59.0,20.0
1306,Jabalpur,0,Cotton,JKH01,Complete Year,200.0,15,300.0,49.0,30,29.0,15.0
1307,Jabalpur,0,Cotton,JKH01,Complete Year,200.0,15,300.0,105.0,62,52.0,20.0
1308,Jabalpur,0,Cotton,JKH01,Complete Year,250.0,20,350.0,19.0,8,22.0,15.0
1309,Jabalpur,0,Cotton,JKH01,Complete Year,250.0,20,350.0,75.0,40,45.0,20.0
1310,Jabalpur,0,Cotton,JKH01,Complete Year,300.0,25,400.0,0.0,0,15.0,15.0
1311,Jabalpur,0,Cotton,JKH01,Complete Year,300.0,25,400.0,46.0,17,37.0,20.0
1312,Andhra Pradesh,0,Sugarcane,Co.419,Complete Year,150.0,10,150.0,245.0,97,87.0,80.0
1313,Andhra Pradesh,0,Sugarcane,Co.419,Complete Year,150.0,10,150.0,353.0,133,121.0,100.0
1314,Andhra Pradesh,0,Sugarcane,Co.419,Complete Year,175.0,15,200.0,213.0,73,70.0,80.0
1315,Andhra Pradesh,0,Sugarcane,Co.419,Complete Year,175.0,15,200.0,321.0,109,104.0,100.0
1316,Andhra Pradesh,0,Sugarcane,Co.419,Complete Year,200.0,20,250.0,182.0,49,54.0,80.0
1317,Andhra Pradesh,0,Sugarcane,Co.419,Complete Year,200.0,20,250.0,290.0,85,88.0,100.0
1318,Andhra Pradesh,0,Sugarcane,Co.419,Complete Year,225.0,25,300.0,151.0,26,37.0,80.0
1319,Andhra Pradesh,0,Sugarcane,Co.419,Complete Year,225.0,25,300.0,259.0,62,71.0,100.0
1320,Andhra Pradesh,0,Sugarcane,Co.419,Complete Year,250.0,30,350.0,120.0,2,21.0,80.0
1321,Andhra Pradesh,0,Sugarcane,Co.419,Complete Year,250.0,30,350.0,228.0,38,55.0,100.0
1322,Andhra Pradesh,0,Sugarcane,Co.419,Complete Year,275.0,35,400.0,88.0,2,4.0,80.0
1323,Andhra Pradesh,0,Sugarcane,Co.419,Complete Year,275.0,35,400.0,196.0,14,38.0,100.0
1324,Andhra Pradesh,0,Sugarcane,Co.419,Complete Year,300.0,40,450.0,57.0,2,4.0,80.0
1325,Andhra Pradesh,0,Sugarcane,Co.419,Complete Year,300.0,40,450.0,165.0,14,22.0,100.0
1326,Andhra Pradesh,0,Sugarcane,Co.419,Complete Year,325.0,45,500.0,26.0,2,4.0,80.0
1327,Andhra Pradesh,0,Sugarcane,Co.419,Complete Year,325.0,45,500.0,134.0,14,5.0,100.0
1328,Andhra Pradesh,0,Sugarcane,Co.419,Complete Year,350.0,50,550.0,26.0,2,4.0,80.0
1329,Andhra Pradesh,0,Sugarcane,Co.419,Complete Year,350.0,50,550.0,103.0,14,5.0,100.0
1330,Andhra Pradesh,0,Sugarcane,Co.419,Complete Year,375.0,55,600.0,26.0,2,4.0,80.0
1331,Andhra Pradesh,0,Sugarcane,Co.419,Complete Year,375.0,55,600.0,71.0,14,5.0,100.0
1332,Andhra Pradesh,0,Sugarcane,Co.419,Complete Year,400.0,60,650.0,26.0,2,4.0,80.0
1333,Andhra Pradesh,0,Sugarcane,Co.419,Complete Year,400.0,60,650.0,40.0,14,5.0,100.0
1334,Bihar,21,Sugarcane,Sugarcane Main,Complete Year,120.0,4,60.0,145.0,78,61.0,75.0
1335,Bihar,21,Sugarcane,Sugarcane Main,Complete Year,120.0,4,60.0,204.0,107,86.0,100.0
1336,Bihar,21,Sugarcane,Sugarcane Main,Complete Year,130.0,6,70.0,142.0,75,58.0,75.0
1337,Bihar,21,Sugarcane,Sugarcane Main,Complete Year,130.0,6,70.0,201.0,103,84.0,100.0
1338,Bihar,21,Sugarcane,Sugarcane Main,Complete Year,140.0,8,80.0,139.0,72,56.0,75.0
1339,Bihar,21,Sugarcane,Sugarcane Main,Complete Year,140.0,8,80.0,198.0,100,81.0,100.0
1340,Bihar,21,Sugarcane,Sugarcane Main,Complete Year,150.0,10,90.0,137.0,69,53.0,75.0
1341,Bihar,21,Sugarcane,Sugarcane Main,Complete Year,150.0,10,90.0,196.0,97,79.0,100.0
1342,Bihar,21,Sugarcane,Sugarcane Main,Complete Year,160.0,12,100.0,134.0,66,51.0,75.0
1343,Bihar,21,Sugarcane,Sugarcane Main,Complete Year,160.0,12,100.0,193.0,94,76.0,100.0
1344,Bihar,21,Sugarcane,Sugarcane Main,Complete Year,170.0,14,110.0,131.0,62,48.0,75.0
1345,Bihar,21,Sugarcane,Sugarcane Main,Complete Year,170.0,14,110.0,190.0,91,74.0,100.0
1346,Bihar,21,Sugarcane,Sugarcane Main,Complete Year,180.0,16,120.0,128.0,59,46.0,75.0
1347,Bihar,21,Sugarcane,Sugarcane Main,Complete Year,180.0,16,120.0,187.0,88,71.0,100.0
1348,Bihar,21,Sugarcane,Sugarcane Main,Complete Year,190.0,18,130.0,126.0,56,43.0,75.0
1349,Bihar,21,Sugarcane,Sugarcane Main,Complete Year,190.0,18,130.0,185.0,84,69.0,100.0
1350,Bihar,21,Sugarcane,Sugarcane Main,Complete Year,200.0,20,140.0,123.0,53,41.0,75.0
1351,Bihar,21,Sugarcane,Sugarcane Main,Complete Year,200.0,20,140.0,182.0,81,66.0,100.0
1352,Bihar,21,Sugarcane,Sugarcane Main,Complete Year,210.0,22,150.0,120.0,50,38.0,75.0
1353,Bihar,21,Sugarcane,Sugarcane Main,Complete Year,210.0,22,150.0,179.0,78,64.0,100.0
1354,Bihar,21,Sugarcane,Sugarcane Main,Complete Year,220.0,24,160.0,118.0,47,36.0,75.0
1355,Bihar,21,Sugarcane,Sugarcane Main,Complete Year,220.0,24,160.0,177.0,75,61.0,100.0
1356,Bihar,21,Sugarcane,Sugarcane Main,Complete Year,230.0,26,170.0,115.0,43,33.0,75.0
